word embedding	text corpus	{'7a995ad850a767b70c8c703b8165289c25aabccd': 2, 'f7ebb532677e877ea199dcc5cb0037633502400b': 2}
christopher d. manning	andrew y. ng	{'0392189b1d978f25ad5ac3295375bd0232bce231': 3, '81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
christopher d. manning	richard socher	{'0392189b1d978f25ad5ac3295375bd0232bce231': 3, '81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
andrew y. ng	richard socher	{'0392189b1d978f25ad5ac3295375bd0232bce231': 3, '81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
variational principle	calculus of variations	{'e1a871ebcbdb538e4a99698af73fac2209d9ac2c': 2, 'af64fb0636efb47d8cfa204f4be58559a635c344': 2, '1046061ff6ce04cb1220bb9b65654f0c0f250c58': 2}
knowledge base	programming paradigm	{'e1c3721516e2db714cb23e3d71a4231054ba0462': 2}
knowledge base	reinforcement learning	{'e1c3721516e2db714cb23e3d71a4231054ba0462': 2}
programming paradigm	reinforcement learning	{'e1c3721516e2db714cb23e3d71a4231054ba0462': 2}
iteration	nonlinear system	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
minimally trained algorithm	syndromic surveillance	{'2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2}
agents differed	consensus problem	{'5983251f43f616abf886a388235f2c8cf00c42ce': 2}
agents differed	time heterogeneous multi	{'5983251f43f616abf886a388235f2c8cf00c42ce': 2}
consensus problem	time heterogeneous multi	{'5983251f43f616abf886a388235f2c8cf00c42ce': 2}
convex optimization	algorithm	{'e0621693afc390f83a76354e0aa702f433857ce6': 2, '98696e7a1f9450a4e10c0f71f9ac4901ec2987e7': 2}
bayesian network	variational principle	{'e1a871ebcbdb538e4a99698af73fac2209d9ac2c': 2, 'af64fb0636efb47d8cfa204f4be58559a635c344': 2}
bayesian network	calculus of variations	{'e1a871ebcbdb538e4a99698af73fac2209d9ac2c': 2, 'af64fb0636efb47d8cfa204f4be58559a635c344': 2}
bayesian network	topic model	{'e1a871ebcbdb538e4a99698af73fac2209d9ac2c': 2, 'af64fb0636efb47d8cfa204f4be58559a635c344': 2}
variational principle	topic model	{'e1a871ebcbdb538e4a99698af73fac2209d9ac2c': 2, 'af64fb0636efb47d8cfa204f4be58559a635c344': 2}
calculus of variations	topic model	{'e1a871ebcbdb538e4a99698af73fac2209d9ac2c': 2, 'af64fb0636efb47d8cfa204f4be58559a635c344': 2}
dropout (neural networks)	convolutional neural network	{'f00be6dcdce54291abf0f7edf2b3b7b86fde811f': 2}
dropout (neural networks)	randomness	{'f00be6dcdce54291abf0f7edf2b3b7b86fde811f': 2}
dropout (neural networks)	matrix regularization	{'f00be6dcdce54291abf0f7edf2b3b7b86fde811f': 2}
convolutional neural network	randomness	{'f00be6dcdce54291abf0f7edf2b3b7b86fde811f': 2}
convolutional neural network	matrix regularization	{'f00be6dcdce54291abf0f7edf2b3b7b86fde811f': 2}
randomness	matrix regularization	{'f00be6dcdce54291abf0f7edf2b3b7b86fde811f': 2}
gregory s. corrado	jeffrey dean	{'0392189b1d978f25ad5ac3295375bd0232bce231': 2}
gregory s. corrado	christopher d. manning	{'0392189b1d978f25ad5ac3295375bd0232bce231': 2}
gregory s. corrado	andrew y. ng	{'0392189b1d978f25ad5ac3295375bd0232bce231': 2}
gregory s. corrado	richard socher	{'0392189b1d978f25ad5ac3295375bd0232bce231': 2}
gregory s. corrado	kai chen	{'0392189b1d978f25ad5ac3295375bd0232bce231': 2}
gregory s. corrado	tomas mikolov	{'0392189b1d978f25ad5ac3295375bd0232bce231': 2}
jeffrey dean	christopher d. manning	{'0392189b1d978f25ad5ac3295375bd0232bce231': 2}
jeffrey dean	andrew y. ng	{'0392189b1d978f25ad5ac3295375bd0232bce231': 2}
jeffrey dean	richard socher	{'0392189b1d978f25ad5ac3295375bd0232bce231': 2}
jeffrey dean	kai chen	{'0392189b1d978f25ad5ac3295375bd0232bce231': 2}
jeffrey dean	tomas mikolov	{'0392189b1d978f25ad5ac3295375bd0232bce231': 2}
christopher d. manning	kai chen	{'0392189b1d978f25ad5ac3295375bd0232bce231': 2}
christopher d. manning	tomas mikolov	{'0392189b1d978f25ad5ac3295375bd0232bce231': 3, '81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
andrew y. ng	kai chen	{'0392189b1d978f25ad5ac3295375bd0232bce231': 2}
andrew y. ng	tomas mikolov	{'0392189b1d978f25ad5ac3295375bd0232bce231': 3, '81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
richard socher	kai chen	{'0392189b1d978f25ad5ac3295375bd0232bce231': 2}
richard socher	tomas mikolov	{'0392189b1d978f25ad5ac3295375bd0232bce231': 3, '81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
kai chen	tomas mikolov	{'0392189b1d978f25ad5ac3295375bd0232bce231': 2}
iteration	simulation	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
iteration	dynamic programming	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
iteration	approximation algorithm	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
iteration	neural networks	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
nonlinear system	dynamic programming	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
nonlinear system	neural networks	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
simulation	dynamic programming	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
simulation	neural networks	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
dynamic programming	approximation algorithm	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
dynamic programming	neural networks	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
approximation algorithm	neural networks	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}
simulation	lyapunov fractal	{'4315ce8a394eaccda5ad9b8714ff77d39c87ac65': 2, 'd453abc3346cc8a8d24ce4a3f66c8c9d578b2015': 2, 'ba2c616097a893c3b3b1a4e72e197a90f550bb40': 2}
self-organization	telecommunications link	{'ef7f015ae96e553682f45eb902f67ef322f72345': 2}
self-organization	simulation	{'ef7f015ae96e553682f45eb902f67ef322f72345': 2}
self-organization	organizing (structure)	{'ef7f015ae96e553682f45eb902f67ef322f72345': 3, 'a47854424438c582f7847733fbfee74548c00c31': 2}
self-organization	interference (communication)	{'ef7f015ae96e553682f45eb902f67ef322f72345': 2}
self-organization	numerical analysis	{'ef7f015ae96e553682f45eb902f67ef322f72345': 2}
telecommunications link	organizing (structure)	{'ef7f015ae96e553682f45eb902f67ef322f72345': 2}
simulation	organizing (structure)	{'ef7f015ae96e553682f45eb902f67ef322f72345': 2}
organizing (structure)	interference (communication)	{'ef7f015ae96e553682f45eb902f67ef322f72345': 2}
organizing (structure)	numerical analysis	{'ef7f015ae96e553682f45eb902f67ef322f72345': 2}
interference (communication)	numerical analysis	{'ef7f015ae96e553682f45eb902f67ef322f72345': 2}
simulation	sampling - surgical action	{'4315ce8a394eaccda5ad9b8714ff77d39c87ac65': 2, 'd453abc3346cc8a8d24ce4a3f66c8c9d578b2015': 2, 'ba2c616097a893c3b3b1a4e72e197a90f550bb40': 2}
sampling - surgical action	lyapunov fractal	{'4315ce8a394eaccda5ad9b8714ff77d39c87ac65': 2, 'd453abc3346cc8a8d24ce4a3f66c8c9d578b2015': 2, 'ba2c616097a893c3b3b1a4e72e197a90f550bb40': 2}
lyapunov fractal	sampling (signal processing)	{'4315ce8a394eaccda5ad9b8714ff77d39c87ac65': 2, 'd453abc3346cc8a8d24ce4a3f66c8c9d578b2015': 2, 'ba2c616097a893c3b3b1a4e72e197a90f550bb40': 2}
lukás burget	wen-tau yih	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
lukás burget	yee whye teh	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
lukás burget	geoffrey zweig	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
lukás burget	christopher d. manning	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
lukás burget	stefan kombrink	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
lukás burget	peter d. turney	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
lukás burget	andrew y. ng	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
lukás burget	andriy mnih	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
lukás burget	jan cernocký	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
lukás burget	richard socher	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
lukás burget	tomas mikolov	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
wen-tau yih	yee whye teh	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
wen-tau yih	geoffrey zweig	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
wen-tau yih	christopher d. manning	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
wen-tau yih	stefan kombrink	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
wen-tau yih	peter d. turney	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
wen-tau yih	andrew y. ng	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
wen-tau yih	andriy mnih	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
wen-tau yih	jan cernocký	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
wen-tau yih	richard socher	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
wen-tau yih	tomas mikolov	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
yee whye teh	geoffrey zweig	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
yee whye teh	christopher d. manning	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
yee whye teh	stefan kombrink	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
yee whye teh	peter d. turney	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
yee whye teh	andrew y. ng	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
yee whye teh	andriy mnih	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
yee whye teh	jan cernocký	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
yee whye teh	richard socher	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
yee whye teh	tomas mikolov	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
geoffrey zweig	christopher d. manning	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
geoffrey zweig	stefan kombrink	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
geoffrey zweig	peter d. turney	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
geoffrey zweig	andrew y. ng	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
geoffrey zweig	andriy mnih	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
geoffrey zweig	jan cernocký	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
geoffrey zweig	richard socher	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
geoffrey zweig	tomas mikolov	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
christopher d. manning	stefan kombrink	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
christopher d. manning	peter d. turney	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
christopher d. manning	andriy mnih	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
christopher d. manning	jan cernocký	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
stefan kombrink	peter d. turney	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
stefan kombrink	andrew y. ng	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
stefan kombrink	andriy mnih	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
stefan kombrink	jan cernocký	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
stefan kombrink	richard socher	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
stefan kombrink	tomas mikolov	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
peter d. turney	andrew y. ng	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
peter d. turney	andriy mnih	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
peter d. turney	jan cernocký	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
peter d. turney	richard socher	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
peter d. turney	tomas mikolov	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
andrew y. ng	andriy mnih	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
andrew y. ng	jan cernocký	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
andriy mnih	jan cernocký	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
andriy mnih	richard socher	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
andriy mnih	tomas mikolov	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
jan cernocký	richard socher	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
jan cernocký	tomas mikolov	{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2, '0392189b1d978f25ad5ac3295375bd0232bce231': 2, '06cdb580fa9c182661f129361d63f44712c5126b': 2}
algorithm presented focuses	3d reconstruction	{'fba3f3497b2444979e5f41b3bb31a83129b3a6ab': 2}
algorithm presented focuses	single moving camera	{'fba3f3497b2444979e5f41b3bb31a83129b3a6ab': 2}
3d reconstruction	single moving camera	{'fba3f3497b2444979e5f41b3bb31a83129b3a6ab': 2}
sampling (signal processing)	experiment	{'31e7de2233e356105629e9900b3cb20ec9b9bba6': 2}
self-organization	reinforcement learning	{'ef7f015ae96e553682f45eb902f67ef322f72345': 2, 'a47854424438c582f7847733fbfee74548c00c31': 2}
organizing (structure)	reinforcement learning	{'ef7f015ae96e553682f45eb902f67ef322f72345': 2, 'a47854424438c582f7847733fbfee74548c00c31': 2}
images captured	extreme lighting conditions	{'fba3f3497b2444979e5f41b3bb31a83129b3a6ab': 2}
images captured	visual quality	{'fba3f3497b2444979e5f41b3bb31a83129b3a6ab': 2}
extreme lighting conditions	visual quality	{'fba3f3497b2444979e5f41b3bb31a83129b3a6ab': 2}
social networks	online social networks	{'9d29085004a507d20594d61266767b26bd48251e': 2}
statistical model	boltzmann machine	{'9c328add4bbf2f772b24ee0efb7ad0386a64a173': 2, 'd65854cdfeee4670823bca9f2f6d08f0771758e3': 2}
statistical model	variational principle	{'9c328add4bbf2f772b24ee0efb7ad0386a64a173': 2, 'd65854cdfeee4670823bca9f2f6d08f0771758e3': 2}
statistical model	dbm	{'9c328add4bbf2f772b24ee0efb7ad0386a64a173': 2, 'd65854cdfeee4670823bca9f2f6d08f0771758e3': 2}
statistical model	greedy algorithm	{'9c328add4bbf2f772b24ee0efb7ad0386a64a173': 2, 'd65854cdfeee4670823bca9f2f6d08f0771758e3': 2}
boltzmann machine	variational principle	{'9c328add4bbf2f772b24ee0efb7ad0386a64a173': 2, 'd65854cdfeee4670823bca9f2f6d08f0771758e3': 2}
boltzmann machine	dbm	{'9c328add4bbf2f772b24ee0efb7ad0386a64a173': 2, 'd65854cdfeee4670823bca9f2f6d08f0771758e3': 2}
boltzmann machine	greedy algorithm	{'9c328add4bbf2f772b24ee0efb7ad0386a64a173': 2, 'd65854cdfeee4670823bca9f2f6d08f0771758e3': 2}
variational principle	dbm	{'9c328add4bbf2f772b24ee0efb7ad0386a64a173': 2, 'd65854cdfeee4670823bca9f2f6d08f0771758e3': 2}
variational principle	greedy algorithm	{'9c328add4bbf2f772b24ee0efb7ad0386a64a173': 2, 'd65854cdfeee4670823bca9f2f6d08f0771758e3': 2}
dbm	greedy algorithm	{'9c328add4bbf2f772b24ee0efb7ad0386a64a173': 2, 'd65854cdfeee4670823bca9f2f6d08f0771758e3': 2}
nonlinear system	coefficient	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
objective optimisation problems	dynamic multi	{'fd7308c0478a513e52a7f88d510bdad5e0dfd175': 2, '17eceef261c7bac8d4842dd0b595ad8e720b4ac8': 2}
empirical correlations	computer program	{'537c6626696444fd1637c2113038a8431c0e1eab': 2, 'd223a5369b0acf3d832fb67a56631182d2416be6': 2}
empirical correlations	support vector machine	{'537c6626696444fd1637c2113038a8431c0e1eab': 2, 'd223a5369b0acf3d832fb67a56631182d2416be6': 2}
computer program	support vector machine	{'537c6626696444fd1637c2113038a8431c0e1eab': 2, 'd223a5369b0acf3d832fb67a56631182d2416be6': 2}
nonlinear system	numerical method	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
collocation method	gauss–kronrod quadrature formula	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
collocation method	algebraic equation	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
collocation method	newton–cotes formulas	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
collocation method	nonlinear system	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
collocation method	navier–stokes equations	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
collocation method	error analysis (mathematics)	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
collocation method	coefficient	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
collocation method	approximation algorithm	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
collocation method	b-spline	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
collocation method	numerical method	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
collocation method	quintic function	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
gauss–kronrod quadrature formula	algebraic equation	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
gauss–kronrod quadrature formula	newton–cotes formulas	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
gauss–kronrod quadrature formula	nonlinear system	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
gauss–kronrod quadrature formula	navier–stokes equations	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
gauss–kronrod quadrature formula	error analysis (mathematics)	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
gauss–kronrod quadrature formula	coefficient	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
gauss–kronrod quadrature formula	approximation algorithm	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
gauss–kronrod quadrature formula	b-spline	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
gauss–kronrod quadrature formula	numerical method	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
gauss–kronrod quadrature formula	quintic function	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
algebraic equation	newton–cotes formulas	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
algebraic equation	nonlinear system	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
algebraic equation	navier–stokes equations	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
algebraic equation	error analysis (mathematics)	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
algebraic equation	coefficient	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
algebraic equation	approximation algorithm	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
algebraic equation	b-spline	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
algebraic equation	numerical method	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
algebraic equation	quintic function	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
newton–cotes formulas	nonlinear system	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
newton–cotes formulas	navier–stokes equations	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
newton–cotes formulas	error analysis (mathematics)	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
newton–cotes formulas	coefficient	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
newton–cotes formulas	approximation algorithm	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
newton–cotes formulas	b-spline	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
newton–cotes formulas	numerical method	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
newton–cotes formulas	quintic function	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
nonlinear system	navier–stokes equations	{'c9c0cd2ae66497626dcbd892ec2789725d632f8a': 2}
